,,,,,Etapes Cycle de Vie,N/A,Acquisition,Conception,Réalisation,Déploiement,Administration,Utilisation,Maintenance,Fin de Vie,Revalorisation,,,,,,,,,,,,,,,,
CONTENUS,CTN-5.C04,B,C,B,Assurer la liaison entre les contenus et usages,"Dans le cas d'un long document de type PDF, est-il possible de le télécharger chapitre par chapitre? ","Les documents volumineux sont rarement intégralement lus par les utilisateurs ou du moins en une seule fois. Afin de réduire à la fois les volumes de données échangées et le volume de stockage sur le périphérique utilisateur, un document long doit pouvoir être segmenté pour être chargé en segments plus petits que l'utilisateur ira chercher s'il en ressent la nécessité.",Déploiement,"Au delà de quel volume, proposez-vous un chargement segmenté ?","Un fichier à télécharger est-il indispensable et la meilleure solution pour l'utilisateur, par rapport à une version en ligne ?","Une fonction de preview, ou de vue dans le browser est-elle disponible ?",Opquast 108-109 / CF 115 bonnes pratiques d'écoconception (BP n°107 and 108),,CONSEIL,N/A,,,,,,,,,,,,,Y,#SCRIPT,**,Outils simulateurs
ARCHITECTURE,ARCH-1,,,,Appliquer une démarche qui garantit les aspects NR,,,,,,,,,,,ODD#12,,,,,,,,,,,,,,,
ARCHITECTURE,ARCH-1.01,B,B,A,Appliquer une démarche qui garantit les aspects NR,"Chaque composant peut-il faire l'objet de tests de ""Non Régression"" au niveau fonctionnel ? ","La couverture des tests fonctionnels et la qualité gagnée par la prise en compte de tous les cas de tests permet de fiabiliser les développements, d'éviter des fonctionnements logiciels inefficaces qui consomment des ressources techniques sans rendre la fonctionnalité et génèrent de multiples mises à jour. A l'insatisfaction des utilisateurs s'ajoute la frustration des équipes de développement qui doivent traiter la non-qualité sans pouvoir progresser dans leurs métiers.",Réalisation,"Existence des tests d'acceptance ? Est-ce que les tests d'acceptance dans le cadre du developpement logiciel font l'objet d'une approche ""test driven development"" ?",Existence des cas non passants ? ,Le DOD impose que tous les tests soient passés avant une livraison du code,,,RECO,**,,,#PERF ; #VOL ; #SEC ; #USE ; #MAINT ;  #VALUE ; #DEBT ; #METH ; #FIN,Dev ; ProjectMngr ; ProductOwner ; ITMngr,,,,Medium,OnUpdate,Intégration continue,,,,,,
ARCHITECTURE,ARCH-1.C01,B,A,A,Appliquer une démarche qui garantit les aspects NR,Une démarche BDD (Behaviour Driven Development)  est-elle mise en oeuvre pour piloter la réalisation par les usages ?,"Les usages identifiés et entérinés permettent de limiter les réalisations à des cas concrètement attendus par les utilisateurs. La sélection des usages doit toutefois être conforme aux usages réels, et ne pas être extrapolée par rapport aux interprétations des équipes techniques.",Réalisation,Les scénarios BDD sont-ils disponibles pour toutes les fonctionnalités ?,,,,,CONSEIL,N/A,,,,,,,,,,,,,,,,
ARCHITECTURE,ARCH-1.C02,B,A,A,Appliquer une démarche qui garantit les aspects NR,"L'automatisation des tâches de compilation, de test, d'intégration et de déploiement existent-elles dans le workflow d'intégration continue ? ",La fiabilisation du processus de production permet de réduire les impacts liés à des re-livraisons suite à des erreurs et permet de livrer des codes qui remplissent leurs fonctions. La consommation de ressources pour un résultat erroné étant considéré comme un gaspillage inutile de ressources.,Déploiement,Existence d'un pipeline DevOps ?,Les commits de code sont-ils encadrés dans un pipeline d'intégration continue de sorte à réduire les impacts du coût associé aux livraisons et régressions applicatives ?,La validation des tests unitaires est-elle intégrée dans les chaînes de re-livraison de code ? ,,,CONSEIL,N/A,,,,,,,,,,,,,Y,#PROCESS,**,CI / CD
ARCHITECTURE,ARCH-2,,,,Anticiper l'exploitation des services,,,,,,,,,,,ODD#9,,,,,,,,,,,,,,,
ARCHITECTURE,ARCH-2.01,B,C,B,Anticiper l'exploitation des services,Des sondes existent-elles pour mesurer en production la consommation réelle du code et permettre un dimensionnement au plus juste ? ,"En l'absence de métriques fiables, le dimensionnement des composants physiques est basé sur des estimations qui peuvent ne pas être adaptées aux cas d'usages réels. Ces métriques doivent ensuite être exploitées suivant 2 principes : ajuster les dimensionnements, et identifier les surconsommations qui doivent systématiquement faire l'objet d'une revue pour les traiter.",Administration,La consommation disque a-t-elle fait l'objet d'un dimensionnement et d'une estimation lors des phases de DAT ?,Dans le cas de progiciels l'utilisation des matrices de dimensionnement éditeur ont-elles été utilisées ?,,,,RECO,**,,,#PERF ; #VOL ; #USE ; #MAINT ; #VALUE ; #DEBT ; #METH ; #FIN,Dev ; ProjectMngr ; ProductOwner ; ITMngr,,,,High,Periodic,Gestion de configuration,,,Y,#SCRIPT,***,Outils parser code
ARCHITECTURE,ARCH-2.02,A,C,B,Anticiper l'exploitation des services,Est-ce que l'hébergement des applications est densifié?,L'adaptation des ressources techniques et leurs utilisations doivent être suivies par rapport à la somme des ressources virtuelles allouées et consommées par les applicatifs. Certaines technologies (Virtualisation) permettent d'allouer plusieurs composants virtuels sur le même composant physique afin d'augmenter la densité des solutions d'hébergement.,Déploiement,"Le taux ""d'over-provisonning"" des VM est-il suivi ?","Si une plateforme de conteneurisation est mise en oeuvre, les couches de stockage par overlay sont-elles utilisées? Une réduction du stockage est-elle nécessaire ?",,,,RECO,**,,,#PERF ; #VOL ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalisés = 100 ; prévus = 75 ; Identifiés = 50 ; Non = 0,100,Medium,OnUpdate,"Le dossier technique identifie les besoins de ressources techniques et les solutions d'optimisation de ces ressources (virtualisation, container, ...)",,,,,,
ARCHITECTURE,ARCH-2.03,A,B,A,Anticiper l'exploitation des services,"Est-ce que les environnements autres que production (DEV, QA, ...) sont éteints ou décommissionnés en dehors des plages d'usage (la nuit, en dehors des périodes de tests)?","En dehors de la production, qui peut avoir une exigence de disponibilité 24/7, les autres environnements (tests, intégration, recette) sont le plus souvent liés à des opérations humaines soumises à des plages horaires restreintes, voire à des périodes limitées. Lorsque les environnements ne sont pas utilisés, ils ne doivent pas être actifs afin de réduire les consommations énergétiques de ces configurations. Ils doivent être décommissionnés lorsqu'aucune utilisation ultérieure n'est envisagée sur une longue période.",Administration,Est-ce que l'infrastructure / l'application éteint les environnements non sollicités en permanence ?,Est-ce que l'application met en place de l'autoscaling pour ajuster à la baisse (ou à la hausse) le nombre d'instances du service (scalabilité horizontale) ?,,"Lien d'une étude qui statue que 30% des serveurs sont dans un état ""comateux""
https://www.anthesisgroup.com/wp-content/uploads/2019/11/Case-Study_DataSupports30PercentComatoseEstimate-FINAL_06032015.pdf
(Amaury)
",,RECO,*,,INCONTOURNABLE,#PERF ; #VOL ; #SEC ; #USE ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalisés = 100 ; prévus = 75 ; Identifiés = 50 ; Non = 0,100,Low,Periodic,Le dossier technique des équipements prend en compte les périodes d'utilisation et les règles d'extinction / décommissionnement.,,,Y,#PROCESS,***,Outils supervision
ARCHITECTURE,ARCH-2.04,A,B,A,Anticiper l'exploitation des services,Est-ce que les environnements de production non sollicités en dehors des pics de charge sont éteints ou décommissionnés?,"Les sécurisations de service mettent en oeuvre des solutions de distribution de charge. Les environnements sont dimensionnés par rapport aux pics d'utilisation estimés, le plus souvent saisonniers. Ces réplications de serveurs lorsqu'ils restent actifs prennent des charges alors qu'un environnement plus réduit serait parfaitement en mesure de traiter l'intégralité du trafic. Plus le nombre d'instances serveurs est faible, plus l'impact environnemental est réduit. La remise en ligne d'un réplicat étant une opération peu complexe et parfaitement maîtrisée, il n'y a aucun bénéfice à maintenir des images de serveurs 11 mois par an, si le pic de charge n'est vraiment présent que pendant 1 mois.",Administration,Les seuils d'extinction/activation sont-ils définis et suivis ?,Au bout de quelle période d'extinction un environnement est-il décommissionné ?,,,,RECO,**,,,#PERF ; #VOL ; #SEC ; #USE ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalisés = 100 ; prévus = 75 ; Identifiés = 50 ; Non = 0,100,High,Periodic,La gestion de configuration permet de préciser les règles de provisionnemnent / dé-provisionnement en fonction de seuils,,,Y,#PROCESS,***,Outils supervision
ARCHITECTURE,ARCH-2.05,B,B,A,Anticiper l'exploitation des services,Les définitions des SLA et QoS pour chacune des fonctions de l'architecture applicative sont-elles spécifiées en accord avec les usages métiers ?,"L'état de l'art de l'IT tend à fiabiliser tous les composants de la même manière et de porter à l'excellence dans les domaines de disponibilité et qualité de service. Les besoins métiers pourraient dans certains cas ou pour certaines fonctionnalités se satisfaire de contraintes plus légères. Lorsque les métiers et les usages ne sont pas consultés, l'IT se sécurise en outrepassant les attentes plutôt que prendre le risque d'être mis en cause.",Déploiement,Existe-t-il différentes familles de SLA pour les éléments de l'architecture technique ?,"Est-ce que l'application aligne ses besoins de SLA par rapport à ses besoins de performance (Actif/Actif, Actif/passif) ? Est-ce que les SLA sont évalués par rapport à l'impact environnemental ?",,,,RECO,**,,,#PERF ;  #SEC ;  #VALUE ; #METH ; #FIN ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalisés = 100 ; prévus = 75 ; Identifiés = 50 ; Non = 0,100,High,Once,Projet,,,,,,
ARCHITECTURE,ARCH-2.06,A,B,A,Anticiper l'exploitation des services,Le service numérique reste-t-il efficace pendant toute sa durée de vie effective ?,"Les évolutions techniques et les corrections d'anomalies sont nombreuses au cours de la durée d'utilisation d'un service numérique, celui-ci doit pouvoir rester fonctionnel sans nécessiter de nouvelles installations plus gourmandes en ressources.",Déploiement,Le service numérique garantit-il la mise à disposition de mises à jours correctives pendant toute la durée de vie prévue des équipements et des logiciels liés au service ?,Le service numérique propose-t-il d'installer des mises à jours correctives indépendamment des mises à jours évolutives ?,,,,RECO,**,,,#PERF ;  #SEC ;  #VALUE ; #METH ; #FIN ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalisés = 100 ; prévus = 75 ; Identifiés = 50 ; Non = 0,100,High,Once,Projet,,,,,,
ARCHITECTURE,ARCH-3,,,,Gérer la vie des données,,,,,,,,,,,ODD#9 ; ODD#12,,,,,,,,,,,,,,,
ARCHITECTURE,ARCH-3.01,B,B,B,Gérer la vie des données,Est ce que les contraintes légales liées à la persistance des données ont été analysées et les règles et délais d'oubli spécifiés ? La durée de vie des données a-t-elle fait l'objet d'une étude approfondie ? Les durées légales ont-elle été analysées ?,"La réglementation impose de maîtriser le cycle de vie des données pour certaines catégories (données personnelles encadrées par le RGPD), les autres catégories de données ne sont pas prises en compte, ce qui conduit à accumuler les données sans prendre en compte les délais de péremption, ce qui introduit un accroissement permanent de la volumétrie de données, des volumes de sauvegardes, de ressources consommées par les accès aux données. Au fil du temps, le niveau de précision des données perd de son importance ce qui doit conduire à réduire la volumétrie dans la phase précédant le retrait pur et simple.",Fin de Vie,"Existe-t-il des mécanismes de gestion du cycle de vie des données (expiration) ?
Des mécanismes d'historisation ont-ils été mis en place pour les données avec un faible taux de manipulation ?
Une fin de vie de la donnée a-t-elle été prévue (mise en place d'une date de validité de chaque donnée, mise en place d'une date de validité par type de donnée technique, mise en place d'une date de validation par type de donnée fonctionnelle) ?
Les utilisateurs ont-ils été concertés pour étudier la durée de vie nécessaire des données principales ?","Les contraintes de durée de stockage liées au RGPD ont-elles été prises en compte ?
Un protocole d'effacement automatique a-t-il été mis en place ?",,,,RECO,*,,,#VOL ; #SEC ; #METH ; #LEG,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalisés = 100 ; prévus = 75 ; Identifiés = 50 ; Non = 0,100,High,Periodic,Analyse de risques,,,,,,
ARCHITECTURE,ARCH-3.02,A,B,A,Gérer la vie des données,Est-ce que la stratégie de stockage minimise les infrastructures ou la duplication des données par rapport à leur criticité ?,"Le volume occupé par une donnée est impactant pour la consommation énergétique du support de stockage, par l'espace occupé sur les supports physiques qui sont ajoutés au fur et à mesure de leurs remplissages, par la consommation de ressources de manipulation des données, par les jeux de sauvegardes, par les éléments de sécurisations et duplications. Tous les leviers activés sur l'un de ces aspects réduisent l'impact environnemental des données indispensables au service.",Déploiement,"Est-ce que les infrastructures minimisent les volumes disques nécessaires (ex: déduplication, compression, ...) ?",Est-ce que le taux de réplication des données est en adéquation avec le besoin de résilience et les risques?,"Est-ce que les sauvegardes utilisent principalement des modes par différentiel (incrémentaux, ...) ?",,,RECO,**,,,#PERF ; #VOL ; #SEC ; #VALUE ; #FIN,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalisés = 100 ; prévus = 75 ; Identifiés = 50 ; Non = 0,100,High,Once,Le dossier technique détermine les sensibilités des données et le mode de redondance à appliquer pour assurer la disponibilité requise,,,,,,
